step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,4.6329189646882645,0,0.0,0.3342352279272723,0,0.0
10.0,0,0.0,0.0,11.519559877016556,0,0.0,0.8236515751311541,0,0.0
15.0,0,0.0,0.0,8.898431470775328,0,0.0,0.6303316210975562,0,0.0
20.0,4,10.0,0.4166666666666667,5.154802190098556,4,10.0,0.34852770170632286,4,10.0
25.0,12,48.0,1.7142857142857142,6.538697935221529,12,48.0,0.4072448466962143,12,48.0
30.0,10,90.0,3.2142857142857144,6.430641042022691,10,90.0,0.35014354408297244,10,90.0
35.0,12,116.0,4.0,5.098360219549146,12,116.0,0.29989367604988715,12,116.0
40.0,13,106.0,2.9444444444444446,3.9821407138262552,13,132.0,0.2380293074551905,13,132.0
45.0,10,155.0,4.078947368421052,7.539061002797898,10,155.0,0.4517161169645569,10,155.0
50.0,12,185.0,4.743589743589744,5.652135772163034,12,185.0,0.3263593991167496,12,185.0
55.0,18,215.0,5.375,3.914551088894773,18,227.0,0.2063584715080486,18,227.0
60.0,18,301.0,7.921052631578948,5.901457739187915,18,301.0,0.2820160081110618,18,301.0
65.0,18,299.0,7.119047619047619,4.605236653158675,18,299.0,0.20896268992992875,18,299.0
70.0,18,300.0,7.5,4.8204760710829255,18,325.0,0.24984260024371077,18,325.0
75.0,23,404.0,9.181818181818182,3.8387116061031517,23,404.0,0.14683617680091718,23,404.0
80.0,25,412.0,8.583333333333334,4.359833235522325,25,412.0,0.251143896007659,25,412.0
85.0,24,412.0,8.956521739130435,4.050339524440805,24,465.0,0.2210470427593379,24,465.0
90.0,28,542.0,11.291666666666666,4.042931541771595,28,542.0,0.13608850517945884,28,542.0
95.0,30,605.0,12.346938775510203,3.485451623203124,30,605.0,0.13790592924259337,30,605.0
100.0,28,389.0,7.78,3.0560561335664254,28,653.0,0.14994945982179692,28,653.0
105.0,18,361.0,7.22,4.479521302334438,18,544.0,0.20083154774891993,18,544.0
110.0,22,376.0,6.5964912280701755,3.670766072359168,22,559.0,0.14728012094711881,22,559.0
115.0,24,171.0,3.0,4.107001114889469,24,516.0,0.22350894765792906,24,516.0
120.0,18,181.0,3.3518518518518516,5.110176335982016,18,493.0,0.2614990468613507,18,493.0
125.0,26,261.0,4.35,3.7550468208952594,26,520.0,0.1572619381718375,26,520.0
130.0,26,254.0,4.456140350877193,3.1707263172374875,26,515.0,0.10922443630158685,26,515.0
135.0,28,300.0,5.172413793103448,4.020660114920761,28,547.0,0.15894740790545067,28,547.0
140.0,28,398.0,6.633333333333334,3.909577298012197,28,608.0,0.17770588088457187,28,608.0
145.0,36,397.0,6.403225806451613,2.440408649968819,36,629.0,0.09042072102472166,36,629.0
150.0,24,447.0,6.984375,4.3600284007924826,24,671.0,0.19437041944325467,24,671.0
155.0,30,555.0,8.80952380952381,4.074259372153242,30,745.0,0.22100058585631926,30,745.0
160.0,35,578.0,8.892307692307693,2.6633733475567323,35,844.0,0.11574117760624754,35,844.0
165.0,34,666.0,10.090909090909092,3.4338026471877843,34,870.0,0.13400269580630403,34,870.0
170.0,36,798.0,11.735294117647058,3.2092441986388196,36,992.0,0.1374307817283313,36,992.0
175.0,36,840.0,12.537313432835822,2.678386836470361,36,1108.0,0.11882887344423441,36,1108.0
180.0,34,934.0,14.59375,3.303292717979132,34,1146.0,0.11149000499201724,34,1146.0
185.0,40,936.0,12.64864864864865,2.9867549616120637,40,1148.0,0.130104217147455,40,1148.0
190.0,36,670.0,9.305555555555555,3.539804567871414,36,1178.0,0.183472056503926,36,1178.0
