step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,96070328_stopped,96070328_accumulated_waiting_time,96070328_average_speed,GS_189331900_stopped,GS_189331900_accumulated_waiting_time,GS_189331900_average_speed,GS_249180260_stopped,GS_249180260_accumulated_waiting_time,GS_249180260_average_speed,GS_535221878_stopped,GS_535221878_accumulated_waiting_time,GS_535221878_average_speed,GS_cluster_1225347516_1225347532_1561447083_535188960_stopped,GS_cluster_1225347516_1225347532_1561447083_535188960_accumulated_waiting_time,GS_cluster_1225347516_1225347532_1561447083_535188960_average_speed,GS_cluster_1227171577_1227171582_536673959_96034844_stopped,GS_cluster_1227171577_1227171582_536673959_96034844_accumulated_waiting_time,GS_cluster_1227171577_1227171582_536673959_96034844_average_speed,GS_cluster_21754742_387497043_410375954_428968458_stopped,GS_cluster_21754742_387497043_410375954_428968458_accumulated_waiting_time,GS_cluster_21754742_387497043_410375954_428968458_average_speed,GS_cluster_2269908002_2270839096_2270839097_2270839098_stopped,GS_cluster_2269908002_2270839096_2270839097_2270839098_accumulated_waiting_time,GS_cluster_2269908002_2270839096_2270839097_2270839098_average_speed,cluster_2268730746_2268730747_23742909_471884876_stopped,cluster_2268730746_2268730747_23742909_471884876_accumulated_waiting_time,cluster_2268730746_2268730747_23742909_471884876_average_speed,joinedS_26769590_cluster_31150594_534972405_535188976_535189041_stopped,joinedS_26769590_cluster_31150594_534972405_535188976_535189041_accumulated_waiting_time,joinedS_26769590_cluster_31150594_534972405_535188976_535189041_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,10.125583211898372,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.997604238082617,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,7.331046784690585,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.21837005084955588,0,0.0,1.0,0,0.0,0.9180396146899663,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,6.868268713109431,0,0.0,0.10617980732924137,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.15717661387101634,0,0.0,1.0,0,0.0,0.9380152569918642,0,0.0,1.0,0,0.0,0.883187582577814,0,0.0,0.9614592277054382,0,0.0
20.0,2,5.0,0.2777777777777778,6.672246393279376,1,4.0,2.4443647308080668e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6706149756484838,0,0.0,1.0,1,1.0,0.003080834955536105,0,0.0,1.0,0,0.0,0.7411488383922844,0,0.0,0.8785388706748553,2,5.0
25.0,4,9.0,0.375,7.244296501529765,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9425133288805245,1,2.0,0.00047705976217450537,0,0.0,1.0,1,6.0,0.6585323628401082,0,0.0,1.0,0,0.0,0.8909762613743424,1,1.0,0.00601792256591075,3,9.0
30.0,4,15.0,0.5,6.714733229627247,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.47660471475014426,1,7.0,0.0,0,0.0,1.0,2,2.0,0.09660318027631672,0,0.0,1.0,0,0.0,0.8709371241762947,1,6.0,0.45946524370829245,4,15.0
35.0,7,41.0,1.1388888888888888,6.59713048632759,0,0.0,0.477173837405921,0,0.0,1.0,0,0.0,1.0,1,2.0,0.0008305808142844206,1,12.0,0.0,0,0.0,1.0,3,15.0,0.2232450492681492,0,0.0,1.0,1,1.0,0.19253406769194165,1,11.0,0.0,7,41.0
40.0,9,63.0,1.575,6.313466557308532,1,3.0,0.0006476949600427737,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9717628770414795,0,4.0,0.9970228330035426,0,0.0,1.0,4,31.0,0.05337293216701723,1,3.0,0.0003011097638946576,2,10.0,1.8638603697568166e-05,1,16.0,0.0,9,67.0
45.0,9,108.0,2.347826086956522,7.156569602939729,1,8.0,0.0,0,0.0,1.0,0,0.0,0.9184756159659451,0,0.0,1.0,0,4.0,0.9562486074280248,0,0.0,0.6671938414513954,4,51.0,0.016427581945194367,1,8.0,0.0,2,20.0,0.0,1,21.0,0.4799576045896087,9,112.0
50.0,8,84.0,1.6470588235294117,6.149995807243776,1,13.0,0.44652934483717904,0,0.0,1.0,0,0.0,0.905842590773504,0,0.0,1.0,0,0.0,0.9234516639749654,1,2.0,0.4558423838508744,2,15.0,0.10800605220997724,1,13.0,0.0,1,14.0,0.0,1,26.0,0.3771947429601152,7,83.0
55.0,7,81.0,1.4727272727272727,7.473812623344008,2,20.0,0.4562705022325838,0,0.0,1.0,0,0.0,0.9672058887004407,0,0.0,0.9584549086493679,0,0.0,1.0,0,2.0,0.92413474251904,0,0.0,1.0,1,18.0,0.0,0,0.0,1.0,1,31.0,0.4901676075174258,4,71.0
60.0,10,119.0,2.016949152542373,7.316025159610057,2,30.0,0.4770210174415386,0,0.0,1.0,1,2.0,0.44873288756136737,0,0.0,0.9079410515644154,0,1.0,0.9583318235523199,0,0.0,0.540085298316105,0,0.0,1.0,1,23.0,0.0,0,1.0,0.7925802652005299,2,37.0,0.31239825990263204,6,94.0
65.0,11,121.0,1.8615384615384616,6.680403559944682,1,28.0,0.4904538938130487,0,0.0,1.0,1,7.0,0.46727014695683966,1,2.0,9.51899145282966e-05,0,5.0,0.9039273303139381,2,8.0,0.004263817447832382,0,0.0,0.9692249565684203,1,28.0,0.014057400718946013,0,3.0,0.8135384387792353,2,47.0,0.4555729909832722,8,128.0
70.0,10,140.0,1.971830985915493,6.882128373879607,1,33.0,0.0,0,0.0,1.0,0,0.0,0.4672031400376735,0,0.0,1.0,2,7.0,0.3397070026027902,0,4.0,0.951274613409598,0,0.0,1.0,2,38.0,0.0,0,5.0,0.8199609875902593,3,58.0,0.34890212416832733,8,145.0
75.0,16,207.0,2.723684210526316,7.002061205962995,1,38.0,0.5,0,0.0,1.0,1,5.0,0.6137635307831758,0,0.0,1.0,4,21.0,0.1918259090562906,1,7.0,0.5222220524753381,0,0.0,1.0,2,48.0,0.0,1,7.0,0.5874396219876636,4,76.0,0.4749880761064997,14,202.0
80.0,20,287.0,3.5,6.472034699543263,1,43.0,0.5,0,0.0,1.0,1,10.0,0.3379598228314538,0,0.0,0.7867595012709918,4,45.0,0.4621195250980068,2,16.0,0.4828573989517651,0,0.0,1.0,1,47.0,0.4259069853121541,4,20.0,0.24100659692803586,5,99.0,0.17467996413451162,18,280.0
85.0,27,338.0,3.8850574712643677,5.534809385698359,1,3.0,0.0,0,0.0,0.9724846954602409,1,4.0,0.469809973834105,0,0.0,1.0,6,67.0,0.2288139592710683,2,14.0,0.17842015392603927,0,0.0,1.0,1,52.0,0.010111883662273983,7,49.0,0.1164192950911093,7,132.0,0.1772257173528799,25,321.0
90.0,29,467.0,5.188888888888889,5.602033281972504,1,8.0,0.2651923766012915,0,0.0,1.0,0,0.0,0.7947817496538979,0,0.0,1.0,7,102.0,0.12202676151825312,2,8.0,0.4546910782920801,0,0.0,0.9140203214622017,2,62.0,0.29742919665661,7,84.0,0.1991637375409565,8,172.0,0.10054728144521836,27,436.0
95.0,33,563.0,5.864583333333333,5.631638817824661,1,13.0,0.5,0,0.0,1.0,0,0.0,0.9167254605992174,0,0.0,1.0,9,154.0,0.32565444013910516,3,20.0,0.0013095776980271154,0,0.0,0.2518604527521359,0,4.0,0.6909988922809979,8,120.0,0.13536037643762416,10,219.0,0.21371649003660267,31,530.0
100.0,35,552.0,5.465346534653466,5.423664582097921,1,18.0,0.0,0,0.0,1.0,0,0.0,0.8506643822483059,0,0.0,1.0,12,202.0,0.012270534461366093,3,39.0,0.24937231642570465,0,0.0,0.9715257529795875,1,7.0,0.39808094968280133,9,167.0,0.1790940544400235,9,153.0,0.13538609002745525,35,586.0
105.0,37,649.0,6.240384615384615,5.752545459134144,1,23.0,0.0,0,0.0,1.0,0,0.0,0.9476648545830755,0,8.0,0.9691124747018689,14,276.0,0.06138999651308997,3,58.0,0.46813240498969677,1,2.0,0.7255444347325481,1,15.0,0.2121131694382931,9,212.0,0.09754545345397182,7,110.0,0.059569477174223465,36,704.0
110.0,40,819.0,7.583333333333333,5.131091769697254,1,28.0,0.49036847550926527,0,0.0,1.0,0,0.0,0.8841530017456836,0,2.0,0.5705567492367325,13,388.0,0.3100184131196627,5,74.0,0.39889593115346333,1,7.0,0.005657092134196112,2,23.0,0.00018642215868935275,9,253.0,0.0,8,145.0,0.09761074860947512,39,920.0
115.0,43,862.0,7.7657657657657655,4.173262307231568,1,33.0,0.45382027934868774,0,0.0,1.0,0,0.0,0.8587357678838291,1,5.0,0.2065432306674939,14,421.0,0.14632912464196127,6,114.0,0.12814593567678648,1,5.0,0.0,0,0.0,1.0,8,256.0,0.10464393305730285,10,190.0,0.1403863478282257,41,1024.0
120.0,44,861.0,7.296610169491525,5.158570624226181,1,38.0,0.4235019369843339,0,0.0,1.0,1,3.0,0.00038848587138532223,2,13.0,0.0005179992511902597,14,444.0,0.11913072060662072,8,164.0,0.21427200817352518,0,0.0,1.0,0,0.0,0.9403899141815467,4,251.0,0.23969962585660123,11,242.0,0.07999052538194232,41,1155.0
125.0,40,897.0,7.352459016393443,5.504721127174096,1,43.0,0.20424827430537731,0,0.0,1.0,1,8.0,0.0,1,8.0,0.38034376532032454,14,486.0,0.06696112996879108,10,199.0,0.21829166352642032,0,0.0,0.5785323243786835,1,1.0,0.0016245791322491761,0,180.0,0.5797317592067522,9,232.0,0.006738317682585442,37,1157.0
130.0,41,968.0,7.622047244094488,5.550630731934327,1,3.0,4.3228625615138227e-05,0,0.0,1.0,1,13.0,0.0,1,2.0,0.005786303456473428,14,549.0,0.1236134347231211,12,255.0,0.0682492394107713,2,4.0,0.241124791121207,0,0.0,0.4028627290505806,1,105.0,0.4205166341065942,8,232.0,0.10052962398632385,40,1163.0
135.0,42,892.0,6.757575757575758,5.4328701902852705,1,8.0,0.46137599509153737,0,0.0,1.0,0,0.0,1.0,1,7.0,0.0,10,307.0,0.23330227627717526,12,314.0,0.07549722173270422,4,20.0,0.0004595710297706267,2,6.0,0.0005665126012006256,2,104.0,0.3057575316571957,8,272.0,0.0031288998951793353,40,1038.0
140.0,40,707.0,5.276119402985074,5.780241029661068,1,13.0,0.4379970404536687,0,0.0,1.0,0,0.0,0.506638407183185,0,0.0,1.0,0,51.0,0.6119138232977879,12,378.0,0.19285549369516886,4,40.0,0.0,4,18.0,0.0011781721917383697,4,114.0,0.16007534036733642,8,246.0,0.002723174204597181,33,860.0
145.0,35,632.0,4.681481481481481,6.098476909482846,0,0.0,0.9919362514721638,0,0.0,1.0,0,0.0,0.9032804512640243,0,4.0,0.8394231203507388,0,4.0,0.8041943958368718,13,441.0,0.12685421989403384,3,45.0,0.3580014471462908,1,17.0,0.3912209088931418,5,138.0,0.09384694065933984,4,212.0,0.26601585733280003,26,861.0
150.0,32,511.0,3.624113475177305,6.27358760844378,1,1.0,0.004138273772999535,0,0.0,1.0,0,0.0,0.9135615122190484,0,0.0,0.8301894510860459,1,11.0,0.7778464373591986,12,291.0,0.17710534064406683,4,61.0,2.2938327621508994e-06,1,29.0,0.3494075840753619,6,166.0,0.14059939018675363,2,144.0,0.41119662950437724,27,703.0
155.0,29,357.0,2.4965034965034967,6.196365123319321,2,7.0,0.003689903415509276,0,4.0,0.018717944738262313,0,0.0,0.8851065382801028,1,2.0,0.2696666896855816,2,36.0,0.5224449941579128,2,162.0,0.40674790732290195,4,81.0,0.027240586071403138,2,32.0,0.32526013851831337,6,196.0,0.23561685879948097,4,157.0,0.21321904747357281,23,677.0
160.0,43,495.0,3.36734693877551,6.074937396289767,1,10.0,0.44234447394755105,1,9.0,0.45048705914125,0,0.0,0.9268062680605675,2,7.0,0.00024884290996381723,6,45.0,0.27208920247610036,4,31.0,0.15281896173293052,5,102.0,0.000897902481276703,2,43.0,0.1794252917424955,6,163.0,0.08913064947692798,8,190.0,0.097051204883969,35,600.0
165.0,38,486.0,3.24,5.889764751460798,1,15.0,0.39575510003542425,0,0.0,0.03011075345576279,0,0.0,0.47163422019934853,1,8.0,0.0,8,81.0,0.2707516757089464,4,53.0,0.4641673309017432,5,127.0,0.036947336702385654,1,24.0,0.18703909806744226,2,135.0,0.2733210278345709,10,234.0,0.013908027544039851,32,677.0
170.0,41,462.0,2.9806451612903224,6.211325937318753,4,29.0,0.18292544501099264,1,5.0,0.0,1,4.0,0.4673106566382114,1,13.0,0.0,11,130.0,0.25015310909172406,1,50.0,0.6736230166588143,6,155.0,0.13527150541668853,3,49.0,0.12397567560575344,1,69.0,0.6838477640743447,10,212.0,0.00032465908023552556,39,716.0
175.0,48,586.0,3.6855345911949686,5.588504472520152,4,45.0,0.05062362176693764,1,10.0,0.0,1,1.0,0.004223452463088322,1,26.0,0.7234495086137283,13,149.0,0.15637069205082252,3,72.0,0.40322213625806524,6,185.0,0.1377585167334688,3,35.0,0.0,1,35.0,0.5968807903568932,8,225.0,0.25779499802836986,41,783.0
180.0,59,762.0,4.646341463414634,4.872976519635718,6,73.0,0.2099016410495472,0,0.0,1.0,0,0.0,1.0,3,34.0,0.008980384167316639,13,185.0,0.17857698643440134,9,104.0,0.17492826336258635,6,216.0,0.028820745413285435,3,50.0,0.013323918967667908,3,27.0,0.0022022165302492437,8,265.0,0.25712336749198283,51,954.0
