step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.499158237956902,0,0.0,0.39620487593056314,0,0.0
10.0,0,0.0,0.0,12.116478852212694,0,0.0,0.8828621060906803,0,0.0
15.0,0,0.0,0.0,8.487765204411733,0,0.0,0.5882996872807215,0,0.0
20.0,6,19.0,0.7916666666666666,5.764040556752218,6,19.0,0.31181797118299254,6,19.0
25.0,14,65.0,2.3214285714285716,5.505289240005651,14,65.0,0.30464073250488066,14,65.0
30.0,12,96.0,3.5555555555555554,4.067637948908881,12,96.0,0.2843915002440986,12,96.0
35.0,16,168.0,6.0,4.881121752108579,16,168.0,0.29528962990733665,16,168.0
40.0,24,256.0,6.4,3.196524855126703,24,256.0,0.14989422134629254,24,256.0
45.0,22,312.0,8.0,4.4007378327349835,22,312.0,0.29910450034893266,22,312.0
50.0,14,237.0,5.642857142857143,4.171964531580347,14,307.0,0.24892128672956432,14,307.0
55.0,21,311.0,6.479166666666667,5.05356086726099,21,327.0,0.21741310911851316,21,327.0
60.0,24,336.0,7.304347826086956,4.361541054555882,24,352.0,0.18185591204789886,24,352.0
65.0,20,157.0,3.4130434782608696,3.3374856800990123,20,385.0,0.16166782448840555,20,385.0
70.0,16,175.0,3.8043478260869565,5.282332608656912,16,301.0,0.24238985424780024,16,301.0
75.0,21,230.0,4.509803921568627,3.915597332910604,21,356.0,0.16986047810794294,21,356.0
80.0,28,314.0,5.9245283018867925,4.002251507361029,28,440.0,0.20745885795358274,28,440.0
85.0,38,466.0,8.62962962962963,3.086622604865543,38,592.0,0.1672656053399496,38,592.0
90.0,37,585.0,11.037735849056604,1.8340207066504144,37,695.0,0.0967758724123647,37,695.0
95.0,32,490.0,8.75,2.464134158933354,32,809.0,0.11979663317074299,32,809.0
100.0,33,561.0,9.19672131147541,3.730779841805062,33,800.0,0.1371381021398755,33,800.0
105.0,33,651.0,10.85,3.134097164732279,33,854.0,0.1284345585095185,33,854.0
110.0,31,516.0,8.19047619047619,2.251286284428889,31,839.0,0.07564460035761436,31,839.0
115.0,33,464.0,6.925373134328358,3.963621206884556,33,858.0,0.19094240766667242,33,858.0
120.0,28,449.0,6.907692307692308,4.1095856819312635,28,869.0,0.22935878751968528,28,869.0
125.0,31,403.0,6.014925373134329,2.9043865206407076,31,856.0,0.11475768290580743,31,856.0
130.0,40,586.0,8.746268656716419,2.714672211428313,40,1006.0,0.07984739035738891,40,1006.0
135.0,46,747.0,10.826086956521738,2.2633763136583296,46,1126.0,0.061168450798625144,46,1126.0
